Iterations,Total_loss,Avg_loss,Learning rate,Time
341,13.497778,11.319631,1.4e-05,11.780929
342,11.904053,11.378073,1.4e-05,11.722361
343,9.343996,11.174665,1.4e-05,11.396403
344,13.927646,11.449964,1.4e-05,12.00544
345,10.128026,11.31777,1.4e-05,11.599171
346,12.660563,11.452049,1.4e-05,11.825702
347,11.974856,11.50433,1.4e-05,11.838677
348,7.770955,11.130992,1.5e-05,11.33846
349,10.780934,11.095986,1.5e-05,11.687965
350,9.603428,10.946731,1.5e-05,11.422016
351,10.125176,10.864575,1.5e-05,11.522492
352,8.48093,10.626211,1.5e-05,11.34527
353,9.005964,10.464187,1.6e-05,11.454261
354,11.023774,10.520145,1.6e-05,11.675276
355,8.745835,10.342714,1.6e-05,11.356102
356,13.813867,10.68983,1.6e-05,11.96017
357,9.522073,10.573054,1.6e-05,11.717742
358,8.896262,10.405375,1.6e-05,11.56642
359,8.809711,10.24581,1.7e-05,11.488103
360,7.833389,10.004567,1.7e-05,11.27774
361,8.392539,9.843365,1.7e-05,11.429116
362,9.775502,9.836578,1.7e-05,11.733472
363,8.757903,9.728711,1.7e-05,11.486228
364,9.469452,9.702785,1.8e-05,11.649284
365,10.729354,9.805443,1.8e-05,11.617245
366,7.994705,9.624369,1.8e-05,11.597912
367,9.764004,9.638332,1.8e-05,11.679997
368,6.81331,9.35583,1.8e-05,11.18417
369,7.972579,9.217505,1.9e-05,11.280603
370,10.968532,9.392608,1.9e-05,11.783268
